Date,High,Low,Open,Close,Volume,Adj Close
1980-12-12,0.1289059966802597,0.1283479928970337,0.1283479928970337,0.1283479928970337,469033600.0,0.10003948211669922
1980-12-15,0.12221000343561172,0.12165199965238571,0.12221000343561172,0.12165199965238571,175884800.0,0.09482034295797348
1980-12-16,0.1132809966802597,0.11272300034761429,0.1132809966802597,0.11272300034761429,105728000.0,0.08786074817180634
1980-12-17,0.11607100069522858,0.11551299691200256,0.11551299691200256,0.11551299691200256,86441600.0,0.09003540128469467
1980-12-18,0.11941999942064285,0.11886200308799744,0.11886200308799744,0.11886200308799744,73449600.0,0.09264572709798813
1980-12-19,0.12667399644851685,0.12611599266529083,0.12611599266529083,0.12611599266529083,48630400.0,0.0982997864484787
1980-12-22,0.1328130066394806,0.1322540044784546,0.1322540044784546,0.1322540044784546,37363200.0,0.10308396816253662
1980-12-23,0.13839299976825714,0.13783499598503113,0.13783499598503113,0.13783499598503113,46950400.0,0.10743404179811478
1980-12-24,0.14564700424671173,0.14508900046348572,0.14508900046348572,0.14508900046348572,48003200.0,0.11308813095092773
1980-12-26,0.15904000401496887,0.15848200023174286,0.15848200023174286,0.15848200023174286,55574400.0,0.12352711707353592
1980-12-29,0.16127200424671173,0.16071400046348572,0.16071400046348572,0.16071400046348572,93161600.0,0.12526680529117584
1980-12-30,0.15736599266529083,0.156808003783226,0.15736599266529083,0.156808003783226,68880000.0,0.12222232669591904
1980-12-31,0.1529020071029663,0.1523440033197403,0.1529020071029663,0.1523440033197403,35750400.0,0.11874288320541382
1981-01-02,0.15513400733470917,0.15401799976825714,0.15401799976825714,0.15401799976825714,21660800.0,0.12004771083593369
1981-01-05,0.15122799575328827,0.15067000687122345,0.15122799575328827,0.15067000687122345,35728000.0,0.11743815988302231
1981-01-06,0.1445309966802597,0.1439729928970337,0.1445309966802597,0.1439729928970337,45158400.0,0.1122182309627533
1981-01-07,0.13839299976825714,0.13783499598503113,0.13839299976825714,0.13783499598503113,55686400.0,0.10743404179811478
1981-01-08,0.13560299575328827,0.13504500687122345,0.13560299575328827,0.13504500687122345,39827200.0,0.10525943338871002
1981-01-09,0.14285700023174286,0.14229899644851685,0.14229899644851685,0.14229899644851685,21504000.0,0.1109134703874588
1981-01-12,0.14229899644851685,0.141183003783226,0.14229899644851685,0.141183003783226,23699200.0,0.11004363745450974
1981-01-13,0.1367190033197403,0.13616099953651428,0.1367190033197403,0.13616099953651428,23049600.0,0.1061292365193367
1981-01-14,0.1372770071029663,0.1367190033197403,0.1367190033197403,0.1367190033197403,14291200.0,0.10656417906284332
1981-01-15,0.140625,0.13950900733470917,0.13950900733470917,0.13950900733470917,14067200.0,0.10873880237340927
1981-01-16,0.13895100355148315,0.13839299976825714,0.13895100355148315,0.13839299976825714,13395200.0,0.10786893218755722
1981-01-19,0.14732100069522858,0.14676299691200256,0.14676299691200256,0.14676299691200256,41574400.0,0.11439285427331924
1981-01-20,0.14285700023174286,0.14229899644851685,0.14285700023174286,0.14229899644851685,30083200.0,0.1109134703874588
1981-01-21,0.14620499312877655,0.14508900046348572,0.14508900046348572,0.14508900046348572,15904000.0,0.11308813095092773
